Time,Data do,DsOsieczow21-As(cdepoz)-1m,DsOsieczow21-BaA(cdepoz)-1m,DsOsieczow21-BaP(cdepoz)-1m,DsOsieczow21-BbF(cdepoz)-1m,DsOsieczow21-BjF(cdepoz)-1m,DsOsieczow21-BkF(cdepoz)-1m,DsOsieczow21-Cd(cdepoz)-1m,DsOsieczow21-DBahA(cdepoz)-1m,DsOsieczow21-Hg(cdepoz)-1m,DsOsieczow21-IP(cdepoz)-1m,DsOsieczow21-Ni(cdepoz)-1m,KpZielBoryTu-As(cdepoz)-1m,KpZielBoryTu-BaA(cdepoz)-1m,KpZielBoryTu-BaP(cdepoz)-1m,KpZielBoryTu-BbF(cdepoz)-1m,KpZielBoryTu-BjF(cdepoz)-1m,KpZielBoryTu-BkF(cdepoz)-1m,KpZielBoryTu-Cd(cdepoz)-1m,KpZielBoryTu-DBahA(cdepoz)-1m,KpZielBoryTu-Hg(cdepoz)-1m,KpZielBoryTu-IP(cdepoz)-1m,KpZielBoryTu-Ni(cdepoz)-1m,WmPuszczaBor-As(cdepoz)-1m,WmPuszczaBor-BaA(cdepoz)-1m,WmPuszczaBor-BaP(cdepoz)-1m,WmPuszczaBor-BbF(cdepoz)-1m,WmPuszczaBor-BjF(cdepoz)-1m,WmPuszczaBor-BkF(cdepoz)-1m,WmPuszczaBor-Cd(cdepoz)-1m,WmPuszczaBor-DBahA(cdepoz)-1m,WmPuszczaBor-Hg(cdepoz)-1m,WmPuszczaBor-IP(cdepoz)-1m,WmPuszczaBor-Ni(cdepoz)-1m,Rok,2023,Unnamed: 3,2023.1,Unnamed: 5,2023.2,Unnamed: 7,2023.3,Unnamed: 9,2023.4,Unnamed: 11,2023.5,Unnamed: 13,2023.6,Unnamed: 15,2023.7,Unnamed: 17,2023.8,Unnamed: 19,Unnamed: 20,Unnamed: 21,2023.9,Unnamed: 23,2023.10,Unnamed: 25,2023.11,Unnamed: 27,2023.12,Unnamed: 29,2023.13,Unnamed: 31,2023.14,Unnamed: 33,2023.15,Unnamed: 35,2023.16,Unnamed: 37,2023.17,Unnamed: 39,2023.18,Unnamed: 41,2023.19,Unnamed: 43,Unnamed: 44,Unnamed: 45,2023.20,Unnamed: 47,2023.21,Unnamed: 49,Unnamed: 50,2023.22,Unnamed: 52,2023.23,Unnamed: 54,2023.24,Unnamed: 56,2023.25,Unnamed: 58,2023.26,Unnamed: 60,2023.27,Unnamed: 62,2023.28,Unnamed: 64,Unnamed: 65,Unnamed: 66,2023.29,Unnamed: 68,2023.30,Unnamed: 70,Unnamed: 71,Unnamed: 72,2023.31,Unnamed: 74,2023.32,Unnamed: 76,Unnamed: 77,Unnamed: 78
2022-06-01T00:00:00,,,,,,,,,,,,,0.268939,0.004184,0.006994,0.011028,0.007638,0.00575,0.104348,0.008925,0.020547,0.009258,6.454545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-30T00:00:00,,0.428844,0.023752,0.01874,0.031178,0.019559,0.016538,0.040057,0.005411,0.042413,0.016702,5.157915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-04T00:00:00,,,,,,,,,,,,,0.276786,0.00062,0.000996,0.002613,0.001129,0.001251,0.013839,0.000155,0.017604,0.001871,0.553571,1.046786,0.015364,0.025607,0.033289,0.023559,0.011267,0.034893,0.002561,0.00663,0.032777,0.348929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-01T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,0.092857,,,,,,0.010214,,0.000678,,0.464286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-01T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,0.006964,0.016355,0.015775,0.00554,0.007333,,0.001266,,0.014298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-31T00:00:00,,0.789618,3.2e-05,0.006671,0.017578,0.00521,0.004301,0.041813,0.001266,0.006754,0.003993,0.612718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-01T00:00:00,,,,,,,,,,,,,0.300806,0.001167,0.002382,0.003586,0.001287,0.001624,0.01504,0.000301,0.017326,0.00207,0.601613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-01T00:00:00,,0.45267,7.8e-05,0.017527,0.064679,0.018768,0.017256,0.046828,0.002831,0.036838,0.012758,1.52659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-29T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,0.437486,,,,,,0.026514,,0.00517,,0.331429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-30T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,0.010219,0.015176,0.020842,0.009612,0.007487,,0.001922,,0.019021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-01T00:00:00,,,,,,,,,,,,,0.490625,0.003754,0.005347,0.008649,0.002044,0.003538,0.024531,0.000472,0.01884,0.006683,0.98125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-03T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,0.211429,0.005224,0.010202,0.011336,0.00552,0.005224,0.015857,0.001281,0.003277,0.009069,0.845714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-02T00:00:00,,0.08683,0.000447,0.000306,0.000424,0.000612,7.7e-05,0.012575,1.2e-05,0.002856,1.2e-05,0.301211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-03T00:00:00,,,,,,,,,,,,,0.13,0.000283,0.000105,0.000565,0.000241,0.000147,0.0065,1.6e-05,0.008112,0.000272,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-31T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,0.156071,0.009215,0.011779,0.021201,0.006929,0.007691,0.020357,0.002286,0.003325,0.016836,0.352857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01T00:00:00,,0.261987,2.3e-05,0.003751,0.016226,0.002833,0.004521,0.041624,0.000838,0.003918,2.3e-05,0.486023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-02T00:00:00,,,,,,,,,,,,,0.143966,0.006983,0.004419,0.010023,0.002816,0.004276,0.034552,0.000767,0.00144,0.00387,2.87931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-28T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,0.3282,0.053922,0.05561,0.094335,0.047505,0.036135,0.031257,0.008781,0.005783,0.072721,0.6564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-30T00:00:00,,0.440971,1.7e-05,0.005797,0.026208,0.004102,0.006544,0.05133,0.002139,0.007746,0.008012,0.960103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-01T00:00:00,,,,,,,,,,,,,0.329164,0.005743,0.005727,0.00992,0.004346,0.003675,0.034945,0.000552,0.001409,0.006256,0.281818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-28T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3282,,0.053922,,0.05561,,0.094335,,0.047505,,0.036135,,0.031257,,,,0.008781,,0.005783,,,,0.072721,,0.6564,,,
2022-11-30T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.440971,,1.7e-05,,0.005797,,0.026208,,0.004102,,0.006544,,0.05133,,0.002139,,0.007746,,,,0.008012,,0.960103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-01T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.329164,,0.005743,,0.005727,,0.00992,,0.004346,,0.003675,,0.034945,,0.000552,,0.001409,,,,0.006256,,0.281818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-28T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,47.9,,49.4,,83.8,,42.2,,32.1,,0.02,0.12,0.4,,7.8,,0.0037,54.7,39.4,,64.6,,0.42,0.35,4.7
2022-11-30T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.378,,0.02,,6.91,,31.24,,4.89,,7.8,,0.044,,2.55,,0.00664,38.497435,27.68489,,9.55,,0.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-05T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-01T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.440971,,1.7e-05,,0.005797,,0.026208,,0.004102,,0.006544,,0.05133,,0.002139,,0.007746,,,,0.008012,,0.960103,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3282,,0.053922,,0.05561,,0.094335,,0.047505,,0.036135,,0.031257,,,,0.008781,,0.005783,,,,0.072721,,0.6564,,,
2022-12-01T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.584,,10.19,,10.16,,17.6,,7.71,,6.52,,0.062,,0.98,,0.0025,18.6,18.6,,11.1,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-01T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.329164,,0.005743,,0.005727,,0.00992,,0.004346,,0.003675,,0.034945,,0.000552,,0.001409,,,,0.006256,,0.281818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-02T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.692728,0.551,0.032849,17.89,0.038486,20.96,0.113697,61.92,0.041167,22.42,0.045519,24.79,0.06789,0.054,0.002864,1.56,0.008599,0.00684,35.202141,51.413217,0.05481,29.85,0.881311,0.701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-03T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.325862,0.25,0.010115,7.76,0.011562,8.87,0.024062,18.46,0.010871,8.34,0.010128,7.77,0.016293,0.0125,0.001225,0.94,0.013034,0.01,37.8,37.8,0.020829,15.98,0.651724,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-02T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-01T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.264286,0.25,0.009037,8.52,0.008592,8.1,0.011424,10.77,0.00629,5.93,0.004922,4.64,0.013214,0.0125,0.00052,0.49,0.010571,0.01,29.6,29.7,0.010915,10.29,0.528571,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-30T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.231609,0.146,,,,,,,,,,,0.033314,0.021,,,0.009788,0.00617,49.177282,,,,1.112041,0.701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-06T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.362121,0.25,0.01098,7.58,0.005417,3.74,0.009082,6.27,0.006417,4.43,0.004997,3.45,0.018106,0.0125,0.000304,0.21,0.003621,0.0025,47.8,47.8,0.005041,3.48,0.724242,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-06T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-02T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.583266,0.308,4e-05,0.02,0.009341,4.66,0.037185,18.55,0.017239,8.6,0.013892,6.93,0.102261,0.054,4e-05,0.02,0.000591,0.000312,64.3865,68.155078,0.015335,7.65,1.251749,0.661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.170968,0.25,0.001005,1.47,0.000951,1.39,0.002599,3.8,0.001327,1.94,0.001033,1.51,0.008548,0.0125,0.000116,0.17,0.007523,0.011,21.2,21.2,0.001279,1.87,0.341935,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-05T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.553322,0.396,0.002487,2.32,0.003398,3.17,0.011952,11.15,0.00313,2.92,0.003838,3.58,0.053097,0.038,0.000407,0.38,0.008034,0.00575,40.521054,31.086341,0.005703,5.32,0.606419,0.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-04T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.292436,0.22,2.2e-05,0.02,2.2e-05,0.02,0.002664,2.42,2.2e-05,0.02,0.000374,0.34,0.098365,0.074,2.2e-05,0.02,0.011616,0.008739,37.219126,30.818737,0.000859,0.78,0.397447,0.299,0.108929,0.25,0.00115,2.64,0.001991,4.57,0.004832,11.09,0.001704,3.91,0.001298,2.98,0.022221,0.051,0.000505,1.16,0.001089,0.0025,12.2,12.2,0.003124,7.17,0.217857,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-04T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-01T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.149219,0.25,9e-05,0.15,0.000438,0.73,0.001662,2.77,0.000276,0.46,0.000684,1.14,0.007461,0.0125,0.000228,0.38,0.001492,0.0025,19.1,19.2,0.001146,1.91,0.298438,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-05T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-01T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.488195,0.415,0.005177,3.66,0.002971,2.1,0.003819,2.7,0.001443,1.02,0.001033,0.73,0.043526,0.037,0.000835,0.59,0.002482,0.00211,38.820329,46.680379,0.002292,1.62,1.064618,0.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-04T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.133015,0.092,2.3e-05,0.02,2.3e-05,0.02,0.000199,0.17,2.3e-05,0.02,2.3e-05,0.02,0.027471,0.019,2.3e-05,0.02,0.004742,0.00328,39.037067,31.670205,2.3e-05,0.02,2.100773,1.453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-03T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.662931,0.25,0.003023,1.14,0.003739,1.41,0.011429,4.31,0.002068,0.78,0.003368,1.27,0.033147,0.0125,0.000504,0.19,0.006629,0.0025,76.9,76.9,0.00411,1.55,1.325862,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-03T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-01T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.555882,0.25,0.001712,0.77,0.002224,1.0,0.004892,2.2,0.000111,0.05,0.002246,1.01,0.027794,0.0125,0.000111,0.05,0.005559,0.0025,75.6,75.6,0.001579,0.71,1.111765,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-01T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-31T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.260916,0.072,6.3e-05,0.02,0.002886,0.92,0.006934,2.21,0.001757,0.56,0.001882,0.6,0.054358,0.015,0.00022,0.07,0.017938,0.00495,130.458245,112.946745,0.005836,1.86,2.728752,0.753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-05T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085934,0.116,1e-05,0.02,0.000452,0.88,0.00074,1.44,0.000175,0.34,0.000303,0.59,0.0363,0.049,4.1e-05,0.08,0.003593,0.00485,20.742657,14.395347,0.000478,0.93,0.589684,0.796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095833,0.25,0.000602,1.57,0.000548,1.43,0.000928,2.42,0.000422,1.1,0.000295,0.77,0.004792,0.0125,5e-05,0.13,0.000958,0.0025,11.5,11.5,0.000437,1.14,0.191667,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-03T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.256955,0.074,5.3e-05,0.02,0.017591,6.59,0.02704,10.13,0.008809,3.3,0.011745,4.4,0.118061,0.034,0.002162,0.81,0.03229,0.009299,104.17109,80.08006,0.019273,7.22,2.892484,0.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-04T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.395833,0.25,0.002961,1.87,0.003103,1.96,0.005763,3.64,0.003008,1.9,0.002977,1.88,0.019792,0.0125,0.001488,0.94,0.003958,0.0025,47.5,47.5,0.004402,2.78,0.791667,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-02T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-03T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.722321,0.25,0.013349,4.62,0.019069,6.6,0.024559,8.5,0.011008,3.81,0.010748,3.72,0.036116,0.0125,0.000953,0.33,0.007223,0.0025,80.9,80.9,0.01878,6.5,1.444643,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-06T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-02T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.128722,0.058,0.011359,5.09,0.004262,1.91,0.007967,3.57,0.004084,1.83,0.004129,1.85,0.046606,0.021,0.00125,0.56,0.011363,0.00512,75.457803,75.875796,0.009172,4.11,0.628075,0.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
